"id","qa","questionType"
"338","{""answer"": ""中国"", ""evidence"": [[{""企业"": {""企业名称"": ""碧园产锦不动产公司""}}, {""行业"": {""行业名称"": ""房地产业""}}, {""行业政策数据"": {""行业"": ""房地产业"", ""部委政策_国家发展改革委政策数量"": ""2""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""科学研究和技术服务业"", ""部委政策_科学技术部政策数量"": ""1""}}]], ""question"": ""碧园产锦不动产公司所在行业的国家发展改革委政策数量与中国的科学技术部政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""7e08e8dd-76ba-4683-9e6b-4b48d94f0d3c""}, {""ragCompany"": ""7569b54a-60ea-4334-be2d-085b96a7730b""}, {""ragPolicyData"": ""2760c4e4-c3b3-4e72-8ff7-cea178ce1503""}]}","bridge:企业-行业政策数据vs国家-行业政策数据"
"339","{""answer"": ""中国"", ""evidence"": [[{""企业"": {""企业名称"": ""碧园产锦不动产公司""}}, {""行业"": {""行业名称"": ""房地产业""}}, {""行业政策数据"": {""行业"": ""房地产业"", ""地方政策政策数量"": ""2""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""科学研究和技术服务业"", ""地方政策_福建省发展和改革委员会政策数量"": ""1""}}]], ""question"": ""碧园产锦不动产公司所在行业的地方政策数量与中国的福建省发展和改革委员会地方政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""7e08e8dd-76ba-4683-9e6b-4b48d94f0d3c""}, {""ragCompany"": ""7569b54a-60ea-4334-be2d-085b96a7730b""}, {""ragPolicyData"": ""2760c4e4-c3b3-4e72-8ff7-cea178ce1503""}]}","bridge:企业-行业政策数据vs国家-行业政策数据"
"340","{""answer"": ""铜通泽鸿证券公司"", ""evidence"": [[{""企业"": {""企业名称"": ""铜通泽鸿证券公司""}}, {""行业"": {""行业名称"": ""金融业""}}, {""行业政策数据"": {""行业"": ""金融业"", ""部委政策_公安部政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""租赁和商务服务业"", ""部委政策_外汇局政策数量"": ""1""}}]], ""question"": ""铜通泽鸿证券公司所在行业的公安部政策数量与中国的外汇局政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""a2734b19-8347-4c63-b17b-61453aab869e""}, {""ragCompany"": ""63debe9f-0257-4192-a552-fe35fb82a435""}, {""ragPolicyData"": ""b11a2b60-c999-4fc9-9581-5a6601001790""}]}","bridge:企业-行业政策数据vs国家-行业政策数据"
"341","{""answer"": ""0.0"", ""evidence"": [[{""企业"": {""企业名称"": ""铜通泽鸿证券公司""}}, {""行业"": {""行业名称"": ""金融业""}}, {""行业政策数据"": {""行业"": ""金融业"", ""地方政策_广州市人民政府办公厅政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""租赁和商务服务业"", ""部委政策_发展改革委政策数量"": ""1""}}]], ""question"": ""铜通泽鸿证券公司所在行业的地方政策广州市人民政府办公厅政策数量与中国的部委政策发展改革委政策数量相比，差值是多少？"", ""reference"": [{""ragPolicyData"": ""a2734b19-8347-4c63-b17b-61453aab869e""}, {""ragCompany"": ""63debe9f-0257-4192-a552-fe35fb82a435""}, {""ragPolicyData"": ""b11a2b60-c999-4fc9-9581-5a6601001790""}]}","bridge:企业-行业政策数据vs国家-行业政策数据"
"342","{""answer"": ""中国"", ""evidence"": [[{""企业"": {""企业名称"": ""花盈泰盛财富管理公司""}}, {""行业"": {""行业名称"": ""金融业""}}, {""行业政策数据"": {""行业"": ""金融业"", ""部委政策_生态环境部政策数量"": ""2""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""交通运输、仓储和邮政业"", ""部委政策_工业和信息化部政策数量"": ""8""}}]], ""question"": ""花盈泰盛财富管理公司所处领域的生态环境部政策数量与中国的工业和信息化部政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""a2734b19-8347-4c63-b17b-61453aab869e""}, {""ragCompany"": ""b3ffe2d5-c5b8-4499-b7e7-c6955e84e897""}, {""ragPolicyData"": ""687a938e-3531-48c2-be70-77d2cce459e8""}]}","bridge:企业-行业政策数据vs国家-行业政策数据"
"343","{""answer"": ""2.0"", ""evidence"": [[{""企业"": {""企业名称"": ""花盈泰盛财富管理公司""}}, {""行业"": {""行业名称"": ""金融业""}}, {""行业政策数据"": {""行业"": ""金融业"", ""部委政策_证监会政策数量"": ""3""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""交通运输、仓储和邮政业"", ""地方政策_四川省能源局政策数量"": ""1""}}]], ""question"": ""花盈泰盛财富管理公司所在行业的证监会政策数量与中国的四川省能源局地方政策数量之间的差距是多少？"", ""reference"": [{""ragPolicyData"": ""a2734b19-8347-4c63-b17b-61453aab869e""}, {""ragCompany"": ""b3ffe2d5-c5b8-4499-b7e7-c6955e84e897""}, {""ragPolicyData"": ""687a938e-3531-48c2-be70-77d2cce459e8""}]}","bridge:企业-行业政策数据vs国家-行业政策数据"
"344","{""answer"": ""0.0"", ""evidence"": [[{""企业"": {""企业名称"": ""十阳锦锦电器公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""交通运输、仓储和邮政业"", ""地方政策_广东省科学技术厅政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""食品饮料业"", ""地方政策_海南省财政厅政策数量"": ""1""}}]], ""question"": ""十阳锦锦电器公司所在省份的广东省科学技术厅政策数量与中国的海南省财政厅政策数量相比，差值是多少？"", ""reference"": [{""ragPolicyData"": ""2ad42eaa-d00a-43d7-b5ce-0aac5ae20ab2""}, {""ragCompany"": ""c4791202-0687-425c-9012-35538f3a300c""}, {""ragPolicyData"": ""1b6442a3-4d16-461b-94ca-4e65babd7a1d""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"345","{""answer"": ""十阳锦锦电器公司"", ""evidence"": [[{""企业"": {""企业名称"": ""十阳锦锦电器公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""交通运输、仓储和邮政业"", ""地方政策_广东省发展改革委政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""食品饮料业"", ""地方政策_厅数字化与未来产业处政策数量"": ""1""}}]], ""question"": ""十阳锦锦电器公司所在省份的广东省发展改革委政策数量与中国的厅数字化与未来产业处政策数量相比，哪一个更多？"", ""reference"": [{""ragPolicyData"": ""2ad42eaa-d00a-43d7-b5ce-0aac5ae20ab2""}, {""ragCompany"": ""c4791202-0687-425c-9012-35538f3a300c""}, {""ragPolicyData"": ""1b6442a3-4d16-461b-94ca-4e65babd7a1d""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"346","{""answer"": ""中国"", ""evidence"": [[{""企业"": {""企业名称"": ""健帆宁泽养老服务公司""}}, {""省份"": {""省份名称"": ""上海市""}}, {""地区行业政策数据"": {""省份"": ""上海市"", ""行业"": ""医药制造业"", ""地方政策_浙江省科学技术厅政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""半导体业"", ""地方政策_上海市发展和改革委员会政策数量"": ""2""}}]], ""question"": ""健帆宁泽养老服务公司所在省份的浙江省科学技术厅政策数量与中国在上海市发展和改革委员会政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""9c2f7d86-2c84-42b8-99d1-0e8ccc483fc6""}, {""ragCompany"": ""ca56f5f4-4ea0-433d-9eb2-cf2c630fc69d""}, {""ragPolicyData"": ""9c744b91-d271-4bff-83e1-2ff0c2add57b""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"347","{""answer"": ""健帆宁泽养老服务公司"", ""evidence"": [[{""企业"": {""企业名称"": ""健帆宁泽养老服务公司""}}, {""省份"": {""省份名称"": ""上海市""}}, {""地区行业政策数据"": {""省份"": ""上海市"", ""行业"": ""医药制造业"", ""政策数量"": ""11""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""半导体业"", ""地方政策_中共广东省委政策数量"": ""1""}}]], ""question"": ""健帆宁泽养老服务公司所在省份的政策数量与中国的中共广东省委地方政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""9c2f7d86-2c84-42b8-99d1-0e8ccc483fc6""}, {""ragCompany"": ""ca56f5f4-4ea0-433d-9eb2-cf2c630fc69d""}, {""ragPolicyData"": ""9c744b91-d271-4bff-83e1-2ff0c2add57b""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"348","{""answer"": ""华城盛源综合开发公司"", ""evidence"": [[{""企业"": {""企业名称"": ""华城盛源综合开发公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""信息传输、软件和信息技术服务业"", ""地方政策_广州市黄埔区工业和信息化局政策数量"": ""2""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""半导体业"", ""地方政策_横琴粤澳深度合作区执行委员会政策数量"": ""1""}}]], ""question"": ""华城盛源综合开发公司所在省份的广州市黄埔区工业和信息化局政策数量与中国的横琴粤澳深度合作区执行委员会政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""69b9bc85-fed0-41f4-a1bd-e3542ed816af""}, {""ragCompany"": ""41fc40f8-35ba-4a45-9c72-56aa081d8caa""}, {""ragPolicyData"": ""9c744b91-d271-4bff-83e1-2ff0c2add57b""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"349","{""answer"": ""0.0"", ""evidence"": [[{""企业"": {""企业名称"": ""华城盛源综合开发公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""信息传输、软件和信息技术服务业"", ""地方政策_中共广东省委政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""半导体业"", ""地方政策_福建省工业和信息化厅政策数量"": ""1""}}]], ""question"": ""华城盛源综合开发公司所在省份的信息技术服务业政策与中国的半导体业福建省工业和信息化厅政策数量相比，差值是多少？"", ""reference"": [{""ragPolicyData"": ""69b9bc85-fed0-41f4-a1bd-e3542ed816af""}, {""ragCompany"": ""41fc40f8-35ba-4a45-9c72-56aa081d8caa""}, {""ragPolicyData"": ""9c744b91-d271-4bff-83e1-2ff0c2add57b""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"350","{""answer"": ""0.0"", ""evidence"": [[{""企业"": {""企业名称"": ""碧园置泽城市发展公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""消费电子及电气业"", ""地方政策_广东省人民政府办公厅政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""橡胶和塑料制品业"", ""部委政策_交通运输部政策数量"": ""1""}}]], ""question"": ""碧园置泽城市发展公司所在省份的特定政策数量与中国的交通运输部相关政策数量相比，差距是多少？"", ""reference"": [{""ragPolicyData"": ""558608bf-1ac0-4a8b-8285-011f4eb6f845""}, {""ragCompany"": ""1497d311-a090-4fdb-9af8-30fee577d417""}, {""ragPolicyData"": ""5a66b14f-0c67-4f3c-a56f-1db3efa4e764""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"351","{""answer"": ""是"", ""evidence"": [[{""企业"": {""企业名称"": ""碧园置泽城市发展公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""消费电子及电气业"", ""地方政策_广东省人民政府办公厅政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""橡胶和塑料制品业"", ""地方政策_海南省工业和信息化厅政策数量"": ""1""}}]], ""question"": ""碧园置泽城市发展公司所在省份的特定地方政策数量是否与中国的海南省工业和信息化厅发布的政策数量相同？"", ""reference"": [{""ragPolicyData"": ""558608bf-1ac0-4a8b-8285-011f4eb6f845""}, {""ragCompany"": ""1497d311-a090-4fdb-9af8-30fee577d417""}, {""ragPolicyData"": ""5a66b14f-0c67-4f3c-a56f-1db3efa4e764""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"352","{""answer"": ""0.0"", ""evidence"": [[{""企业"": {""企业名称"": ""众课科数软件公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""通信传输设备业"", ""地方政策_广东省工业和信息化厅政策数量"": ""1""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""金属制品业"", ""地方政策_四川省人民政府办公厅政策数量"": ""1""}}]], ""question"": ""众课科数软件公司所在省份的工业和信息化厅发布的政策数量与中国的四川省人民政府办公厅发布的政策数量之间的差距是多少？"", ""reference"": [{""ragPolicyData"": ""f1c9e833-ad21-4fe3-a5ca-32da9783df10""}, {""ragCompany"": ""7cf1e796-303e-45d7-a538-a41ce5972b04""}, {""ragPolicyData"": ""2d5ad892-2195-4230-854d-7c1dc5913951""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"353","{""answer"": ""众课科数软件公司"", ""evidence"": [[{""企业"": {""企业名称"": ""众课科数软件公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""地区行业政策数据"": {""省份"": ""广东省"", ""行业"": ""通信传输设备业"", ""地方政策_广州市人民政府办公厅政策数量"": ""2""}}], [{""国家"": {""国家名称"": ""中国""}}, {""行业政策数据"": {""行业"": ""金属制品业"", ""地方政策_湖南省第十三届人民代表大会常务委员会政策数量"": ""1""}}]], ""question"": ""众课科数软件公司所在省份的广州市人民政府办公厅政策数量与中国的湖南省第十三届人民代表大会常务委员会政策数量相比，哪个更多？"", ""reference"": [{""ragPolicyData"": ""f1c9e833-ad21-4fe3-a5ca-32da9783df10""}, {""ragCompany"": ""7cf1e796-303e-45d7-a538-a41ce5972b04""}, {""ragPolicyData"": ""2d5ad892-2195-4230-854d-7c1dc5913951""}]}","bridge:企业-地区行业政策数据vs国家-行业政策数据"
"447","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""众白昌锦商贸公司""}}, {""政策"": {""标题"": ""江西省人民政府印发关于做优做强我省锂电新能源产业若干政策措施的通知""}}], ""question"": ""“江西省人民政府印发关于做优做强我省锂电新能源产业若干政策措施的通知”对众白昌锦商贸公司的行业是否适用？"", ""reference"": [{""ragCompany"": ""e9bfa955-c28c-4e84-aa66-a4728bea39df""}, {""ragPolicy"": ""ed302f58-847e-46ae-8c19-6e4989b55232""}]}","reasoning:企业画像-企业-行业-政策"
"448","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""大花表仪医疗科技公司""}}, {""政策"": {""标题"": ""合肥市促进“两强一增”行动若干政策""}}], ""question"": ""大花表仪医疗科技公司所在行业是否会受到“合肥市促进“两强一增”行动若干政策”的影响？"", ""reference"": [{""ragCompany"": ""2b695e04-ab4e-4b46-ab33-61011693d5b1""}, {""ragPolicy"": ""85b2dea8-e5f8-433b-b361-ec609e9156b7""}]}","reasoning:企业画像-企业-行业-政策"
"449","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""丽群汇通零售公司""}}, {""政策"": {""标题"": ""教育部办公厅　工业和信息化部办公厅　国家知识产权局办公室关于组织开展“千校万企”协同创新伙伴行动的通知""}}], ""question"": ""丽群汇通零售公司所在行业是否会受到“教育部办公厅　工业和信息化部办公厅　国家知识产权局办公室关于组织开展“千校万企”协同创新伙伴行动的通知”的影响？"", ""reference"": [{""ragCompany"": ""54bb17f1-141b-4e11-9be4-b88f888ff947""}, {""ragPolicy"": ""60c74b14-c137-403d-8c78-172ecdfbfc8e""}]}","reasoning:企业画像-企业-行业-政策"
"450","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""乐动乐博娱乐用品公司""}}, {""政策"": {""标题"": ""关于印发重庆市促进大中小企业融通发展工作方案（2022—2025年）的通知""}}], ""question"": ""“关于印发重庆市促进大中小企业融通发展工作方案（2022—2025年）的通知”对乐动乐博娱乐用品公司的行业是否适用？"", ""reference"": [{""ragCompany"": ""9c529a65-97b8-44b4-ac73-82e62f4100a8""}, {""ragPolicy"": ""3efeed8a-28fc-45a7-a276-214e75648157""}]}","reasoning:企业画像-企业-行业-政策"
"451","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""亚玮工泽机床公司""}}, {""政策"": {""标题"": ""科技部等九部门关于印发《“十四五” 东西部科技合作实施方案》的通知""}}], ""question"": ""“科技部等九部门关于印发《“十四五” 东西部科技合作实施方案》的通知”对亚玮工泽机床公司的行业是否适用？"", ""reference"": [{""ragCompany"": ""e62e0dd2-147f-4bf4-a208-d0edb3fd0878""}, {""ragPolicy"": ""ec155f47-c7e9-48b8-9f80-7a17a1bfe727""}]}","reasoning:企业画像-企业-行业-政策"
"452","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""果融泽鸿资产管理公司""}}, {""政策"": {""标题"": ""自治区发展改革委关于印发《宁夏回族自治区氢能产业发展规划》的通知""}}], ""question"": ""果融泽鸿资产管理公司所在行业是否受益于“自治区发展改革委关于印发《宁夏回族自治区氢能产业发展规划》的通知”？"", ""reference"": [{""ragCompany"": ""e10a59f6-9ef1-4c63-9f08-f757e15cadc8""}, {""ragPolicy"": ""af3bfab9-9006-4264-9362-60058a4ecbe6""}]}","reasoning:企业画像-企业-行业-政策"
"453","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""物丽昌源批发公司""}}, {""企业"": {""企业名称"": ""物丽昌源批发公司""}}, {""行业"": {""行业名称"": ""批发和零售业""}}, {""政策"": {""标题"": ""商务部等14部门关于开展内外贸一体化试点的通知""}}], ""question"": ""“商务部等14部门关于开展内外贸一体化试点的通知”是否可以推进物丽昌源批发公司所属行业发展？"", ""reference"": [{""ragCompany"": ""4a50579b-d523-4bca-8dcd-ee5defe6d541""}, {""ragPolicy"": ""8f8daf8a-fc47-446c-b1f0-e95403c32f36""}]}","reasoning:企业画像-企业-行业-政策"
"454","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""恒通达达信息技术公司""}}, {""企业"": {""企业名称"": ""恒通达达信息技术公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""政策"": {""标题"": ""广东省人民政府关于印发中国（韶关）等8个  跨境电子商务综合试验区实施方案的通知""}}], ""question"": ""“广东省人民政府关于印发中国（韶关）等8个  跨境电子商务综合试验区实施方案的通知”对恒通达达信息技术公司的行业是否适用？"", ""reference"": [{""ragCompany"": ""e20932eb-d86f-4e5a-936c-110af8517faa""}, {""ragPolicy"": ""dda403d0-76ca-4e7e-a415-97b10891d457""}]}","reasoning:企业画像-企业-行业-政策"
"455","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""众课科数软件公司""}}, {""企业"": {""企业名称"": ""众课科数软件公司""}}, {""行业"": {""行业名称"": ""信息传输、软件和信息技术服务业""}}, {""政策"": {""标题"": ""民政部、中央政法委、中央网信办、发展改革委、工业和信息化部、公安部、财政部、住房城乡建设部、农业农村部印发《关于深入推进智慧社区建设的意见》的通知""}}], ""question"": ""众课科数软件公司所在行业是否受益于“民政部、中央政法委、中央网信办、发展改革委、工业和信息化部、公安部、财政部、住房城乡建设部、农业农村部印发《关于深入推进智慧社区建设的意见》的通知”？"", ""reference"": [{""ragCompany"": ""7cf1e796-303e-45d7-a538-a41ce5972b04""}, {""ragPolicy"": ""78db1ada-cafd-4c7e-be6c-12bb0575d403""}]}","reasoning:企业画像-企业-行业-政策"
"456","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""以山泽辰医疗器械公司""}}, {""政策"": {""标题"": ""四部门关于公布农业、建筑、医疗、矿山领域机器人典型应用场景名单的通知""}}], ""question"": ""“四部门关于公布农业、建筑、医疗、矿山领域机器人典型应用场景名单的通知”对以山泽辰医疗器械公司的行业是否适用？"", ""reference"": [{""ragCompany"": ""16c1efd1-fb26-4851-8f3d-0cd794cb5351""}, {""ragPolicy"": ""d849b18e-d1b8-40ba-8c7b-66432e04620a""}]}","reasoning:企业画像-企业-行业-政策"
"457","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""金泰富瑞财富管理公司""}}, {""政策"": {""标题"": ""四川省发展和改革委员会 四川省能源局关于印发《四川省“十四五”可再生能源发展规划》的通知""}}], ""question"": ""金泰富瑞财富管理公司所在省份的企业是否会受到“四川省发展和改革委员会 四川省能源局关于印发《四川省“十四五”可再生能源发展规划》的通知”的影响？"", ""reference"": [{""ragCompany"": ""28515337-3b08-4312-97d9-9c606a72a06a""}, {""ragPolicy"": ""149ced49-26cf-4553-86a1-01bbe06257ee""}]}","reasoning:企业画像-企业-省份-政策"
"458","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""星酷文工艺美术品公司""}}, {""企业"": {""企业名称"": ""星酷文工艺美术品公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""政策"": {""标题"": ""广东省发展改革委关于印发《广东省“十四五”现代流通体系建设实施方案》的通知""}}], ""question"": ""星酷文工艺美术品公司所在省份企业是否受益于“广东省发展改革委关于印发《广东省“十四五”现代流通体系建设实施方案》的通知”？"", ""reference"": [{""ragCompany"": ""8ac66182-6508-416b-b0a3-b7b5f71175eb""}, {""ragPolicy"": ""53758e4b-0657-45ec-b488-8fd58de51a9b""}]}","reasoning:企业画像-企业-省份-政策"
"459","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""复河泰泰制药公司""}}, {""政策"": {""标题"": ""河南省人民政府 关于印发河南省“十四五”战略性新兴产业和 未来产业发展规划的通知""}}], ""question"": ""“河南省人民政府 关于印发河南省“十四五”战略性新兴产业和 未来产业发展规划的通知”是否发布于复河泰泰制药公司所在省份？"", ""reference"": [{""ragCompany"": ""d005b49e-2f6a-4039-851a-3aa054489f4a""}, {""ragPolicy"": ""fe6732c3-93ff-490b-a1de-3334fc28fe38""}]}","reasoning:企业画像-企业-省份-政策"
"460","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""大立锦制智能公司""}}, {""政策"": {""标题"": ""山东省人民政府  关于印发山东省“无废城市”建设工作方案的通知""}}], ""question"": ""“山东省人民政府  关于印发山东省“无废城市”建设工作方案的通知”是否可以推进大立锦制智能公司注册省份的产业发展？"", ""reference"": [{""ragCompany"": ""ca2ce868-a21e-40d9-b8d2-8abc60bc1ab3""}, {""ragPolicy"": ""6bed1010-12fa-4b9f-a762-087d067e751f""}]}","reasoning:企业画像-企业-省份-政策"
"461","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""众课智云数据服务公司""}}, {""企业"": {""企业名称"": ""众课智云数据服务公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""政策"": {""标题"": ""深圳市科技创新委员会关于印发《深圳市科技评审专家管理办法》的通知""}}], ""question"": ""众课智云数据服务公司所在省份的企业是否会受到“深圳市科技创新委员会关于印发《深圳市科技评审专家管理办法》的通知”的影响？"", ""reference"": [{""ragCompany"": ""d6ab2642-2691-4f63-a197-6a4c29026c0d""}, {""ragPolicy"": ""70883502-b7ce-4704-9542-39c6fc157a13""}]}","reasoning:企业画像-企业-省份-政策"
"462","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""众白达贸批发公司""}}, {""企业"": {""企业名称"": ""众白达贸批发公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""政策"": {""标题"": ""深圳市科学技术奖四类奖项实施细则""}}], ""question"": ""众白达贸批发公司所在省份的企业是否会受到“深圳市科学技术奖四类奖项实施细则”的影响？"", ""reference"": [{""ragCompany"": ""b8d58e29-5641-4ec0-a2e7-e0b658003f1a""}, {""ragPolicy"": ""efd0f57f-7b87-4093-86c5-4da30ebfe776""}]}","reasoning:企业画像-企业-省份-政策"
"463","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""用丰云数数据服务公司""}}, {""企业"": {""企业名称"": ""用丰云数数据服务公司""}}, {""行业"": {""行业名称"": ""信息传输、软件和信息技术服务业""}}, {""政策"": {""标题"": ""广州市科学技术局关于印发进一步支持科技型中小企业高质量发展行动方案（2022—2026年）的通知""}}], ""question"": ""用丰云数数据服务公司所在省份企业是否受益于“广州市科学技术局关于印发进一步支持科技型中小企业高质量发展行动方案（2022—2026年）的通知”？"", ""reference"": [{""ragCompany"": ""b39c9741-e16b-486d-b825-e4d5f222e998""}, {""ragPolicy"": ""dddbb91c-bcad-4c85-8a5b-d83b3317b154""}]}","reasoning:企业画像-企业-省份-政策"
"464","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""恒丽信云数据服务公司""}}, {""企业"": {""企业名称"": ""恒丽信云数据服务公司""}}, {""行业"": {""行业名称"": ""信息传输、软件和信息技术服务业""}}, {""政策"": {""标题"": ""山东省公共数据开放办法（省政府令第344号）""}}], ""question"": ""“山东省公共数据开放办法（省政府令第344号）”是否发布于恒丽信云数据服务公司所在省份？"", ""reference"": [{""ragCompany"": ""9100bc73-d89e-4781-9e43-a4f52b95fdf3""}, {""ragPolicy"": ""c00a3a1e-50a5-46a0-a75d-1d42006b2667""}]}","reasoning:企业画像-企业-省份-政策"
"465","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""永丰锦万环保纸品公司""}}, {""政策"": {""标题"": ""关于组织申报生物医药产业优秀青年人才首套房购买补贴的通知""}}], ""question"": ""永丰锦万环保纸品公司所在省份的企业是否会受到“关于组织申报生物医药产业优秀青年人才首套房购买补贴的通知”的影响？"", ""reference"": [{""ragCompany"": ""956c313e-a79e-4962-918b-1cb75a5bf30c""}, {""ragPolicy"": ""9b4ed69a-72ba-4736-9229-907c2d7ee8ef""}]}","reasoning:企业画像-企业-省份-政策"
"466","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""江怀驰路汽车制造公司""}}, {""政策"": {""标题"": ""河南省人民政府办公厅关于印发河南省大数据产业发展行动计划（2022—2025年）的通知""}}], ""question"": ""江怀驰路汽车制造公司所在省份的企业是否会受到“河南省人民政府办公厅关于印发河南省大数据产业发展行动计划（2022—2025年）的通知”的影响？"", ""reference"": [{""ragCompany"": ""a2b4504d-cfc4-4987-820b-07937bca03b8""}, {""ragPolicy"": ""e4f712e9-413c-4af0-aef6-8fa60dd8223f""}]}","reasoning:企业画像-企业-省份-政策"
"467","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""海丽炫电电气公司""}}, {""企业画像"": {""企业名称"": ""复河康辰制药公司""}}], ""question"": ""复河康辰制药公司是否与海丽炫电电气公司是同行？"", ""reference"": [{""ragCompany"": ""d63feb1d-9f1a-409c-84cd-234950d024ac""}, {""ragCompany"": ""b1221032-3637-4504-9354-a13d542c7a94""}]}","reasoning:企业画像-企业-行业-企业-企业画像"
"468","{""answer"": ""否"", ""evidence"": [{""企业画像"": {""企业名称"": ""十阳电炫家电公司""}}, {""企业画像"": {""企业名称"": ""惠金泰泰金融控股公司""}}], ""question"": ""十阳电炫家电公司与惠金泰泰金融控股公司是否竞争对手？"", ""reference"": [{""ragCompany"": ""0682e697-6590-4b7e-b33b-dfb77626c21f""}, {""ragCompany"": ""a972bcf4-8239-4b1c-9f3e-8f868d29adf4""}]}","reasoning:企业画像-企业-行业-企业-企业画像"
